Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,Tax,Total,Date,Time,Payment,COGS,Gross Margin Percentage,Gross Income,Rating
INV5872,B,Yangon,Normal,Male,Home and lifestyle,122.89279144129605,6,73.73567486477764,997.4295964728709,2020-02-16,07:49 AM,Ewallet,923.6939216080933,92.60743062713168,73.7356748647776,3.1756153099690185
INV5705,A,Naypyitaw,Member,Male,Electronic accessories,52.81074962047236,10,52.810749620472365,204.88598028419116,2020-03-20,11:30 AM,Ewallet,152.0752306637188,74.22432245133602,52.810749620472365,9.191863685830995
INV4606,B,Mandalay,Member,Male,Home and lifestyle,186.52283576084864,5,93.26141788042433,179.9508083089863,2020-11-26,06:12 PM,Ewallet,86.68939042856196,48.17393777954645,93.26141788042433,7.412907416191835
INV6232,C,Naypyitaw,Normal,Female,Health and beauty,62.009130319424216,7,43.406391223596955,311.72381933760096,2020-12-03,10:59 AM,Ewallet,268.317428114004,86.07536911493206,43.406391223596984,6.0198972145670915
INV5988,A,Naypyitaw,Member,Female,Home and lifestyle,73.13150348696942,9,65.81835313827249,254.11856368915673,2020-04-27,09:56 AM,Ewallet,188.30021055088423,74.09935260818531,65.8183531382725,5.527559401464721
INV3179,A,Mandalay,Normal,Male,Electronic accessories,153.99500079143044,9,138.5955007122874,44.350203439055846,2020-12-12,01:56 AM,Ewallet,-94.24529727323154,-212.50251400253305,138.5955007122874,8.010262917227505
INV9730,A,Mandalay,Member,Male,Health and beauty,50.58104778369795,6,30.34862867021877,865.1198241504005,2020-03-17,02:14 AM,Ewallet,834.7711954801817,96.4919739644132,30.348628670218773,9.260198667459708
INV3162,B,Naypyitaw,Normal,Female,Home and lifestyle,164.2472616483759,1,16.42472616483759,423.34696900519316,2020-11-18,02:18 AM,Cash,406.9222428403556,96.12026839274806,16.42472616483758,8.810592034069291
INV3292,A,Yangon,Member,Female,Food and beverages,68.0042106608798,7,47.602947462615866,151.81539013179164,2020-04-07,05:48 AM,Credit Card,104.21244266917577,68.64418856264076,47.60294746261587,6.355218810285241
INV5394,C,Yangon,Normal,Female,Home and lifestyle,83.88441226249695,2,16.77688245249939,149.28734351301594,2020-06-27,05:47 PM,Credit Card,132.51046106051655,88.76201956729395,16.776882452499393,5.607526260781772
INV9800,A,Naypyitaw,Member,Male,Health and beauty,106.74702478736785,3,32.02410743621035,732.7431753096498,2020-07-01,08:02 AM,Credit Card,700.7190678734395,95.62955909856447,32.02410743621033,4.334168934135317
INV4203,C,Yangon,Member,Male,Sports and travel,108.1956546409175,1,10.81956546409175,468.1461176720372,2020-10-16,02:13 PM,Credit Card,457.32655220794544,97.68884861891102,10.819565464091738,6.031545001312313
INV1844,C,Yangon,Normal,Male,Food and beverages,103.73526165966564,3,31.120578497899693,99.34837473951737,2020-07-29,05:23 AM,Credit Card,68.22779624161768,68.67530185622554,31.120578497899686,9.738470298500495
INV1533,C,Yangon,Normal,Female,Health and beauty,18.28560392293982,3,5.485681176881947,849.5652320371003,2020-07-10,04:53 PM,Cash,844.0795508602183,99.3542954713756,5.48568117688194,6.214885916583577
INV2858,B,Yangon,Normal,Male,Health and beauty,101.41020608919371,3,30.423061826758115,404.6246932422619,2020-04-20,08:09 PM,Cash,374.2016314155038,92.48116530333881,30.4230618267581,7.992224128538236
INV9414,A,Yangon,Normal,Male,Sports and travel,10.833002361498213,3,3.2499007084494638,882.3649637357394,2020-10-13,01:29 AM,Cash,879.1150630272899,99.63168293823793,3.249900708449445,5.81161481759337
INV9678,A,Naypyitaw,Member,Female,Food and beverages,11.104259478876447,1,1.1104259478876448,395.50937418709833,2020-10-26,10:16 PM,Cash,394.3989482392107,99.71924156028668,1.1104259478876202,5.767924329108358
INV1303,B,Naypyitaw,Member,Male,Health and beauty,146.60103528614928,8,117.28082822891943,887.8232922228685,2020-02-04,12:39 PM,Credit Card,770.5424639939491,86.79007081068126,117.2808282289194,9.032735657104025
INV5945,B,Mandalay,Member,Male,Food and beverages,42.28012545647031,3,12.684037636941094,386.37867830808557,2020-08-03,01:33 PM,Credit Card,373.6946406711445,96.71720041786901,12.68403763694107,7.830257583058074
INV6050,A,Mandalay,Normal,Female,Electronic accessories,36.163314949692385,9,32.54698345472315,990.1249297199661,2020-08-27,04:15 PM,Cash,957.5779462652429,96.71284072567202,32.546983454723204,7.918271834181574
INV6757,B,Naypyitaw,Normal,Male,Electronic accessories,173.0971247801523,9,155.7874123021371,55.62648428525631,2020-09-06,06:47 AM,Cash,-100.1609280168808,-180.05978501759864,155.7874123021371,7.945175753029561
INV6218,A,Naypyitaw,Normal,Female,Health and beauty,173.81076816855523,4,69.52430726742209,820.8878717778065,2020-09-19,02:32 AM,Ewallet,751.3635645103844,91.53059636307546,69.52430726742205,3.4483625342091146
INV7002,C,Yangon,Member,Female,Home and lifestyle,119.25204437813869,2,23.85040887562774,60.14765589301866,2020-06-25,09:31 AM,Cash,36.297247017390916,60.34690210030935,23.850408875627743,7.337801981721393
INV5538,C,Naypyitaw,Member,Male,Electronic accessories,149.74649867658283,1,14.974649867658284,899.784006075869,2020-11-04,03:47 PM,Cash,884.8093562082107,98.33575060608538,14.974649867658286,3.4619383710951706
INV7820,C,Mandalay,Normal,Female,Food and beverages,11.132560249880434,3,3.3397680749641303,371.3458306609142,2020-05-28,10:07 AM,Cash,368.0060625859501,99.10063132551669,3.3397680749641268,5.0899367422767785
INV5256,A,Yangon,Member,Male,Food and beverages,54.81589483336508,2,10.963178966673016,826.4119616436209,2020-12-28,05:02 AM,Credit Card,815.4487826769479,98.67340025610608,10.963178966673013,9.894650353721783
INV6250,C,Naypyitaw,Member,Male,Food and beverages,127.55130701957036,2,25.510261403914072,276.1033033123258,2020-01-21,12:55 AM,Credit Card,250.59304190841175,90.76060985222728,25.510261403914058,4.966423788058588
INV5379,B,Naypyitaw,Member,Male,Electronic accessories,14.035500000632672,5,7.017750000316337,987.1730144415571,2020-09-29,01:03 PM,Ewallet,980.1552644412408,99.28910637774207,7.017750000316369,8.468086851477327
INV9962,B,Naypyitaw,Member,Male,Health and beauty,111.51488529242903,7,78.06041970470034,814.4447938884502,2020-03-01,10:33 PM,Cash,736.38437418375,90.41550510354274,78.06041970470028,4.932984072252736
INV6414,C,Naypyitaw,Member,Female,Home and lifestyle,26.68135224479301,8,21.34508179583441,314.61619725703457,2020-11-01,02:01 PM,Cash,293.27111546120017,93.2155171978015,21.345081795834403,8.921056768827848
INV9959,A,Yangon,Normal,Male,Food and beverages,45.23460467309942,3,13.570381401929826,846.2975754939812,2020-06-16,12:14 PM,Cash,832.7271940920514,98.39650002612747,13.570381401929808,3.1142982142174174
INV3682,B,Yangon,Normal,Male,Electronic accessories,93.03182053125254,8,74.42545642500203,733.521048298159,2020-01-18,12:58 AM,Cash,659.095591873157,89.85367132985803,74.42545642500204,8.183554019545788
INV3529,A,Yangon,Member,Female,Electronic accessories,184.5175776624409,2,36.903515532488186,981.2038574767744,2020-04-05,07:03 AM,Cash,944.3003419442862,96.23895531481217,36.9035155324882,3.9783370194628898
INV2299,A,Naypyitaw,Member,Female,Electronic accessories,116.93150116260928,7,81.85205081382651,753.3331180839673,2020-02-20,12:32 PM,Cash,671.4810672701408,89.13468041574893,81.85205081382651,9.442508538159508
INV8311,A,Yangon,Normal,Female,Sports and travel,6.360719913383515,10,6.360719913383516,390.12894057552546,2020-03-17,07:26 PM,Credit Card,383.76822066214197,98.36958521867155,6.360719913383491,9.596387935378981
INV6687,A,Naypyitaw,Normal,Female,Health and beauty,191.9841728856227,7,134.3889210199359,895.8862765122303,2020-09-06,03:08 PM,Credit Card,761.4973554922944,84.99933255556446,134.38892101993588,6.526720655271229
INV7908,A,Mandalay,Member,Male,Health and beauty,36.6854442962549,9,33.01689986662941,420.09357701435715,2020-11-04,03:47 PM,Cash,387.07667714772776,92.14058446185169,33.01689986662939,4.989071282504577
INV2760,A,Yangon,Member,Male,Electronic accessories,106.96463529213558,7,74.87524470449492,984.4327577320744,2020-07-03,05:50 PM,Credit Card,909.5575130275795,92.39407220895497,74.87524470449489,4.8033982829382165
INV1005,A,Mandalay,Member,Male,Health and beauty,100.67084334885052,6,60.402506009310315,891.0830542045859,2020-08-18,02:03 PM,Credit Card,830.6805481952756,93.22145048945771,60.40250600931029,5.7454601637412885
INV1011,C,Yangon,Normal,Male,Sports and travel,14.095527695444654,4,5.638211078177862,28.481105102171867,2020-12-04,03:46 PM,Credit Card,22.842894023994006,80.2036786917095,5.638211078177861,7.748837186462012
INV4911,B,Naypyitaw,Normal,Male,Health and beauty,189.40382464310323,3,56.821147392930975,413.4310608357036,2020-12-07,11:43 PM,Ewallet,356.6099134427726,86.2561977617082,56.82114739293098,3.9463161047831554
INV9848,C,Yangon,Member,Female,Sports and travel,193.26375588823961,5,96.63187794411982,505.8750267030105,2020-07-17,06:22 PM,Cash,409.2431487588907,80.89807307272937,96.63187794411982,4.328427002335778
INV3244,B,Naypyitaw,Member,Male,Health and beauty,188.06286318446072,4,75.22514527378429,802.3215983181625,2020-09-12,11:06 PM,Credit Card,727.0964530443782,90.62406578216611,75.22514527378428,5.419051951048078
INV5201,A,Mandalay,Member,Female,Home and lifestyle,33.609107036051086,1,3.360910703605109,378.8614923402651,2020-09-15,10:39 PM,Ewallet,375.50058163666,99.11289197462523,3.3609107036051,9.241325608576705
INV7003,A,Mandalay,Member,Female,Electronic accessories,69.94763671762917,9,62.952873045866255,670.3561680125181,2020-11-03,01:59 PM,Credit Card,607.4032949666519,90.60904097705107,62.95287304586623,4.331197423246982
INV6228,C,Naypyitaw,Member,Male,Health and beauty,42.958787210075215,1,4.295878721007521,791.2774745529514,2020-11-17,11:48 AM,Credit Card,786.9815958319439,99.4570957901418,4.295878721007512,9.432509339565806
INV5652,B,Mandalay,Normal,Female,Electronic accessories,119.11446308548744,10,119.11446308548744,365.5762517275404,2020-09-08,01:22 PM,Ewallet,246.46178864205297,67.41734110938312,119.11446308548744,7.29195395069368
INV9046,B,Naypyitaw,Member,Male,Home and lifestyle,148.3592562913799,3,44.50777688741397,740.2543616654582,2020-03-18,10:20 AM,Credit Card,695.7465847780443,93.98750224351555,44.50777688741391,4.0850477476333396
INV4387,C,Naypyitaw,Normal,Female,Food and beverages,50.112150526846506,6,30.067290316107904,254.0866511871637,2020-11-23,05:11 PM,Ewallet,224.0193608710558,88.16652107632372,30.067290316107915,3.826252807925895
INV2963,A,Yangon,Normal,Female,Food and beverages,105.8578138085713,8,84.68625104685704,302.1951029985935,2020-03-02,10:45 AM,Credit Card,217.50885195173646,71.97629934881797,84.68625104685702,3.337117618955203
INV6809,C,Yangon,Member,Female,Health and beauty,130.99701884045766,8,104.79761507236613,881.8508826725803,2020-01-03,10:02 AM,Credit Card,777.0532676002141,88.11617506638294,104.79761507236617,9.891203897889003
INV4535,C,Naypyitaw,Normal,Female,Health and beauty,61.67895590280264,4,24.671582361121057,121.18941829015932,2020-11-27,12:56 AM,Credit Card,96.51783592903827,79.642131541509,24.671582361121054,9.200442571143082
INV9615,C,Yangon,Member,Female,Sports and travel,191.0695455897821,8,152.8556364718257,126.04926670413965,2020-02-13,08:32 AM,Ewallet,-26.80636976768605,-21.266581288890343,152.8556364718257,3.0630635060653812
INV7591,C,Yangon,Normal,Female,Health and beauty,6.049427500163453,1,0.6049427500163453,339.6545043042616,2020-06-11,03:11 AM,Cash,339.04956155424526,99.82189467757671,0.6049427500163347,4.247354692918538
INV8885,B,Yangon,Member,Female,Health and beauty,128.96897329009659,4,51.58758931603864,486.62226057304247,2020-02-07,08:04 PM,Credit Card,435.0346712570038,89.39884310773422,51.587589316038645,4.774256621150504
INV4465,A,Mandalay,Member,Female,Sports and travel,126.73756781957863,8,101.3900542556629,600.9941699308786,2020-09-26,12:31 PM,Credit Card,499.60411567521567,83.12961101314444,101.3900542556629,3.5986825698051104
INV1009,C,Yangon,Normal,Male,Food and beverages,100.29033426343028,1,10.029033426343029,504.7116190160998,2020-02-02,10:35 AM,Cash,494.6825855897568,98.01291806083366,10.029033426343005,6.878905349851838
INV4976,B,Naypyitaw,Member,Male,Home and lifestyle,56.88329604005753,4,22.753318416023014,406.95524656535247,2020-06-21,12:56 AM,Credit Card,384.20192814932943,94.40888928007244,22.753318416023035,5.33291353845091
INV1353,C,Naypyitaw,Member,Female,Electronic accessories,85.81695632609357,1,8.581695632609359,655.0679037557893,2020-08-19,03:11 AM,Ewallet,646.48620812318,98.68995327302609,8.581695632609353,3.998008492270745
INV4073,B,Yangon,Normal,Female,Health and beauty,34.39766968368274,7,24.07836877857792,617.2918371665827,2020-07-12,10:35 PM,Credit Card,593.2134683880048,96.09935409334109,24.078368778577897,3.376164219544558
INV3107,C,Naypyitaw,Normal,Male,Home and lifestyle,157.43395475640264,9,141.6905592807624,140.36658080901495,2020-10-16,01:06 AM,Ewallet,-1.3239784717474379,-0.9432291248504974,141.6905592807624,6.706875528751543
INV8566,C,Yangon,Normal,Female,Health and beauty,136.1672125732442,3,40.85016377197326,817.4527995060607,2020-08-31,07:09 AM,Cash,776.6026357340875,95.00274954142225,40.85016377197326,9.506815658850025
INV1912,A,Naypyitaw,Normal,Male,Food and beverages,17.85440626117574,1,1.7854406261175741,246.8348902455908,2020-05-05,09:27 AM,Ewallet,245.04944961947322,99.27666602385865,1.7854406261175768,8.957996720842969
INV4931,B,Mandalay,Member,Female,Health and beauty,26.383241703388183,7,18.46826919237173,539.716712292428,2020-08-17,10:52 AM,Credit Card,521.2484431000563,96.57815502619358,18.468269192371736,5.827988767418228
INV7404,B,Yangon,Member,Female,Electronic accessories,150.76259059656923,8,120.61007247725539,784.511655685025,2020-03-18,09:18 AM,Cash,663.9015832077696,84.62609553303064,120.61007247725536,4.521740403793794
INV9789,A,Yangon,Member,Male,Sports and travel,76.72458925538322,8,61.37967140430658,772.442900649667,2020-02-17,12:39 PM,Credit Card,711.0632292453604,92.05382412697651,61.37967140430658,8.60004780765858
INV6411,B,Naypyitaw,Member,Female,Electronic accessories,54.03515014332324,9,48.63163512899092,730.0897332259366,2020-03-10,08:04 PM,Cash,681.4580980969456,93.33895096509441,48.63163512899098,7.680622811032649
INV7818,B,Mandalay,Normal,Male,Food and beverages,98.22386315337762,3,29.467158946013285,157.28764367080166,2020-09-29,04:35 PM,Ewallet,127.82048472478837,81.26543302556738,29.467158946013285,5.417453953135951
INV5166,A,Mandalay,Member,Female,Electronic accessories,15.833841723290163,2,3.166768344658033,611.6493547300252,2020-08-28,03:01 AM,Cash,608.4825863853671,99.48225755162353,3.166768344658067,3.8989029326376667
INV1722,C,Naypyitaw,Normal,Male,Sports and travel,182.65184547794914,9,164.38666093015422,340.33154938984495,2020-08-04,05:09 AM,Ewallet,175.94488845969073,51.698083464530164,164.38666093015422,4.689165825897769
INV5349,A,Mandalay,Member,Male,Food and beverages,45.529001685298105,1,4.552900168529811,727.5549807014987,2020-08-03,03:57 AM,Cash,723.0020805329689,99.37421909143691,4.552900168529845,7.538708267152038
INV6115,A,Naypyitaw,Member,Male,Home and lifestyle,128.5811401693009,8,102.86491213544073,255.41587353649044,2020-03-23,10:11 AM,Credit Card,152.5509614010497,59.72649987991261,102.86491213544073,5.493424263889885
INV1247,C,Naypyitaw,Normal,Female,Food and beverages,143.83147080346984,9,129.44832372312285,788.081253189698,2020-02-01,01:27 AM,Ewallet,658.6329294665752,83.5742414631498,129.44832372312283,6.544231899418799
INV7994,B,Naypyitaw,Member,Male,Health and beauty,77.39453550286109,8,61.915628402288874,168.58919884931836,2020-07-15,09:45 AM,Cash,106.67357044702949,63.27426144445481,61.915628402288874,5.260895895261429
INV2127,C,Mandalay,Member,Female,Electronic accessories,108.40713072148783,2,21.681426144297568,374.89413880242296,2020-11-15,05:31 PM,Cash,353.2127126581254,94.21665374295858,21.681426144297575,5.741214510099354
INV3965,C,Yangon,Normal,Male,Electronic accessories,32.79438728753907,8,26.235509830031255,85.9194125088841,2020-08-01,05:21 AM,Ewallet,59.68390267885284,69.46497995744734,26.235509830031255,5.121559972955662
INV5396,A,Mandalay,Normal,Female,Health and beauty,11.31505073636022,3,3.3945152209080662,874.5378796733913,2020-01-24,03:49 PM,Credit Card,871.1433644524833,99.61185040696284,3.3945152209080334,5.227003806941191
INV1560,A,Mandalay,Normal,Female,Electronic accessories,97.33733324601764,10,97.33733324601764,959.433029312827,2020-10-27,08:22 PM,Cash,862.0956960668093,89.85470269709877,97.33733324601769,9.395753419672296
INV5628,A,Yangon,Member,Female,Electronic accessories,198.27678020032536,6,118.96606812019523,431.000005740024,2020-02-17,09:53 PM,Ewallet,312.03393761982875,72.39766437684116,118.96606812019525,5.276903296017929
INV9238,A,Yangon,Member,Male,Food and beverages,30.345903778632007,1,3.034590377863201,416.9632257717918,2020-02-27,01:17 AM,Credit Card,413.92863539392863,99.2722163034291,3.0345903778631964,7.234932113125846
INV9926,C,Yangon,Normal,Male,Sports and travel,16.966752523056694,3,5.090025756917008,767.4146785549289,2020-08-14,10:02 AM,Cash,762.3246527980118,99.33673072731658,5.0900257569170435,5.0803522145164015
INV2196,C,Mandalay,Normal,Male,Health and beauty,116.82314434285777,6,70.09388660571467,697.3349704536093,2020-04-11,12:10 AM,Credit Card,627.2410838478946,89.94831901802954,70.09388660571472,4.22928080539632
INV6863,C,Naypyitaw,Member,Female,Electronic accessories,29.57302252636214,2,5.914604505272429,948.7108530234045,2020-05-10,05:22 PM,Credit Card,942.7962485181321,99.37656405147854,5.91460450527245,7.101863763617009
INV5680,B,Mandalay,Normal,Female,Health and beauty,39.15201824505743,9,35.23681642055168,681.2764086538139,2020-08-15,05:23 PM,Ewallet,646.0395922332622,94.82782377710997,35.23681642055169,9.540731360822177
INV3311,B,Yangon,Normal,Female,Food and beverages,118.12415432022551,6,70.87449259213531,934.4200595709806,2020-03-01,01:08 AM,Cash,863.5455669788453,92.41513579827514,70.87449259213531,5.121906925755894
INV8720,B,Mandalay,Member,Female,Food and beverages,98.70978670029304,9,88.83880803026375,209.64262489208116,2020-02-11,03:30 PM,Ewallet,120.80381686181741,57.62369027959091,88.83880803026375,5.607476073958582
INV4091,B,Naypyitaw,Member,Female,Electronic accessories,6.715293488076506,9,6.0437641392688555,582.7968461775843,2020-04-23,07:02 AM,Credit Card,576.7530820383154,98.9629724012907,6.0437641392688874,3.6414058932593134
INV2267,C,Yangon,Member,Male,Food and beverages,8.339764302514395,5,4.169882151257197,845.4779535937919,2020-03-23,06:04 PM,Ewallet,841.3080714425347,99.5068017878488,4.169882151257184,3.7188183041741185
INV1866,A,Mandalay,Member,Female,Food and beverages,102.1950172533911,8,81.75601380271289,285.1626243495184,2020-10-03,05:04 PM,Cash,203.40661054680552,71.33003878428819,81.75601380271289,6.824545298867477
INV2593,A,Mandalay,Member,Male,Home and lifestyle,131.76183501824715,3,39.52855050547415,378.8006146517168,2020-06-12,08:47 PM,Credit Card,339.27206414624266,89.56481352549595,39.52855050547413,6.974257432130723
INV5370,B,Mandalay,Member,Male,Health and beauty,25.015352759256047,2,5.003070551851209,683.9390753723437,2020-11-26,11:19 PM,Ewallet,678.9360048204925,99.26849178062717,5.003070551851238,6.245755517706698
INV8449,A,Naypyitaw,Normal,Male,Food and beverages,55.287869282759964,5,27.643934641379982,56.7684107666914,2020-08-22,07:10 PM,Credit Card,29.12447612531142,51.304018787857395,27.643934641379982,9.897702125394062
INV8196,A,Yangon,Normal,Male,Electronic accessories,43.73635866211244,6,26.241815197267467,64.03745508635173,2020-10-29,09:40 PM,Credit Card,37.795639889084256,59.021146043543546,26.24181519726747,9.154623920241804
INV7089,A,Yangon,Member,Male,Health and beauty,157.6968394431506,3,47.30905183294519,119.46587393410151,2020-12-08,03:28 AM,Credit Card,72.15682210115632,60.399526429579964,47.30905183294519,9.605032584422661
INV4308,A,Yangon,Member,Male,Food and beverages,16.24396547218882,6,9.746379283313292,111.30079189675526,2020-01-23,03:50 AM,Ewallet,101.55441261344197,91.24320760237337,9.746379283313289,6.5735944958078845
INV8420,A,Yangon,Normal,Female,Electronic accessories,91.26076452517836,4,36.504305810071344,410.08531648769116,2020-12-13,09:23 AM,Ewallet,373.5810106776198,91.0983631106999,36.504305810071344,7.109459316533288
INV7868,C,Yangon,Normal,Female,Electronic accessories,92.73112817981969,5,46.365564089909846,822.8085831593328,2020-03-22,08:56 PM,Ewallet,776.4430190694229,94.36496348739092,46.36556408990987,6.096707301407675
INV7319,B,Mandalay,Member,Female,Sports and travel,127.6471189422947,3,38.29413568268841,485.02443746176806,2020-05-10,08:25 AM,Ewallet,446.73030177907964,92.1046997377927,38.29413568268842,7.228181457123998
INV1063,B,Yangon,Member,Male,Food and beverages,130.57465448847438,6,78.34479269308463,494.01428036306606,2020-01-18,12:00 PM,Ewallet,415.66948766998144,84.1411886645247,78.34479269308463,7.333831005779735
INV9077,A,Yangon,Normal,Female,Food and beverages,195.95158761127652,1,19.595158761127653,821.921835369788,2020-02-26,05:10 AM,Ewallet,802.3266766086604,97.61593403193729,19.595158761127664,6.67555411999889
INV3008,C,Yangon,Member,Female,Health and beauty,134.01703338328284,4,53.606813353313136,925.077642770641,2020-05-31,07:40 PM,Ewallet,871.4708294173279,94.20515523510451,53.6068133533131,3.288993483512742
INV3190,A,Naypyitaw,Normal,Male,Health and beauty,33.545730708847685,1,3.3545730708847685,308.09967071719376,2020-09-04,12:17 PM,Credit Card,304.745097646309,98.91120523982515,3.3545730708847827,7.658623916401953
INV7641,B,Naypyitaw,Member,Female,Electronic accessories,31.7629187417944,8,25.410334993435523,612.9121747198592,2020-10-02,01:57 AM,Credit Card,587.5018397264237,95.8541637706822,25.410334993435526,7.951836655656434
INV8950,A,Mandalay,Member,Male,Sports and travel,108.90805428272775,3,32.672416284818325,601.8858470227444,2020-11-16,04:30 PM,Ewallet,569.213430737926,94.57165898709299,32.67241628481838,7.2543116463016295
INV7051,B,Mandalay,Normal,Male,Electronic accessories,180.3146186814815,4,72.12584747259261,45.273917208378094,2020-10-26,06:50 PM,Ewallet,-26.851930264214516,-59.30993366583591,72.12584747259261,6.246331852610513
INV3654,C,Naypyitaw,Normal,Female,Health and beauty,162.0762651066689,10,162.0762651066689,719.2368606067643,2020-01-16,01:32 AM,Credit Card,557.1605955000954,77.4655229752911,162.07626510666887,8.183636577307055
INV4211,C,Naypyitaw,Member,Male,Food and beverages,156.7143792931217,1,15.671437929312171,786.0327702462549,2020-05-20,12:16 PM,Cash,770.3613323169427,98.00626150428785,15.67143792931222,7.537542422901176
INV2335,C,Yangon,Normal,Male,Sports and travel,71.74489979399148,1,7.174489979399148,142.73316018462234,2020-07-29,05:02 PM,Ewallet,135.5586702052232,94.97349461742522,7.174489979399141,7.224366702110151
INV1002,B,Mandalay,Member,Male,Home and lifestyle,154.01116187887786,5,77.00558093943893,649.1894087901735,2020-11-08,07:43 AM,Ewallet,572.1838278507346,88.13819512506433,77.00558093943891,5.813052328146039
INV6632,B,Yangon,Member,Male,Food and beverages,23.255881099045773,10,23.255881099045776,148.8492238799511,2020-09-22,05:52 AM,Ewallet,125.59334278090532,84.37621608440367,23.25588109904578,6.684537110496119
INV6476,C,Naypyitaw,Member,Female,Electronic accessories,23.855138539118453,9,21.46962468520661,608.8797470674897,2020-03-08,02:33 PM,Ewallet,587.4101223822831,96.47391380833254,21.469624685206554,7.511404013940959
INV1807,C,Naypyitaw,Member,Female,Food and beverages,88.86124463079217,1,8.886124463079218,557.9278479471445,2020-03-27,12:39 AM,Ewallet,549.0417234840653,98.40729863265024,8.886124463079227,3.9075860231306567
INV3776,B,Naypyitaw,Member,Female,Home and lifestyle,182.5389615852261,7,127.77727310965827,812.3902511031389,2020-11-09,03:50 PM,Cash,684.6129779934806,84.27144184261807,127.77727310965827,8.376782234891976
INV9794,A,Yangon,Member,Female,Health and beauty,170.98897615287288,1,17.09889761528729,594.7960540020761,2020-10-24,06:52 PM,Ewallet,577.6971563867887,97.12525032736218,17.098897615287342,5.259148411509006
INV7071,B,Naypyitaw,Member,Female,Food and beverages,160.27542305115216,2,32.05508461023043,964.8740643777396,2020-08-21,03:54 PM,Ewallet,932.8189797675092,96.67779601570044,32.05508461023044,9.415671732518462
